Id,Input,Prompt,Rating
169,"Step 1: Cauliflower, frozen mixed vegetables, zucchini, and diced red potato are being cooked in a pan on top of a stove
Step 2: Heat Olive Oil in a large skillet or pot over medium heat. Add the Red Onion,Fresh Ginger, Garlic, and Tomato, and cook until the onions have browned and the tomatoes start to break down. About 5-10 minutes.
Step 3: Stir in the Ground Turmeric, Pav Bhaji Masala and Garam Masala, cook for 30 more seconds.Add the mashed vegetables lentil mixture, Salt, and Cayenne Pepper. Cook on low for about 20 minutes.
",A person is stirring a pot of food on a stove with a wooden spoon,
191,"Step 1: A woman is cooking a chicken breast in a grill pan over medium-high heat. She is seasoning the chicken with salt and pepper before cooking it.
Step 2: In the meantime, roughly grate carrot using a box grater.
Step 3: Quarter olives. Halve cherry tomatoes. Cut bell pepper, onion, and cucumber into slices.
",a woman is cutting up vegetables on a cutting board with a knife,
9,"Step 1: Halve fennel, remove stalk, and cut into fine strips. Finely dice onion. Peel garlic. Clean zucchini and bell pepper and cut into bite-sized pieces. Combine vegetables with rosemary, thyme, and some of the olive oil in a plastic bag. Close, shake, and marinate for approx. 20 min.
",A woman is cutting up vegetables on a cutting board with a knife and a peeler,
88,"Step 1: Heat Extra-Virgin Olive Oil.
Step 2: Saute Crushed Red Pepper Flakes and Garlic Paste until fragrant.
",a person is stirring a pot of red pepper flakes and garlic paste on a stove,
171,"Step 1: Preheat the oven to 170°C/350°F. Roughly chop cranberries, dried fruit, hazelnuts, and walnuts.
Step 2: In a large saucepan, melt butter and add honey, vanilla sugar, and brown sugar. Stir thoroughly to combine.
",a person is stirring a saucepan with a wooden spoon,
132,"Step 1: A cast-iron skillet is heating up over the stove, and two steaks are placed in the skillet. The steaks are being cooked on a grill or cast-iron skillet over the stove. The steaks will be cooked for a couple of minutes on each side until they reach the desired temperature.
Step 2: Allow steaks to rest 10 minutes before slicing.
Step 3: Serve with Lettuce Leaf, Green Cabbage, Cucumber, and White Rice.
","a bowl of white rice, lettuce, green cabbage, and cucumber",
2,"Step 1: Fill a highball glass with Ice. Add Dewar’s White Label.
",the highball glass is filled with ice and dewar's white label,
84,"Step 1: Roughly chop chocolate.
Step 2: Heat milk in a small saucepan over medium heat. Add star anise, cloves, and chopped chocolate and stir gently until dissolved. Leave to simmer for approx. 5 – 10 min. Stir occasionally.
",A person is stirring a pot of milk with a wooden spoon in a small saucepan over medium heat,
97,"Step 1: Preheat the oven to 375 degrees F (190 degrees C). Grease a small baking dish with Butter.
",a small baking dish with butter on the bottom,
15,"Step 1: Remove bones, skin, and sinews from beef, season evenly with salt, and allow to rest for 4 hrs.
",a woman is seasoning beef with salt on a cutting board,
110,"Step 1: a can of borsch soup is being poured into a frying pan
Step 2: Add potato noodles, pea shoots and Macao roast pork into the pot. Season with a bit of Ground White Pepper and Chili Oil.
Step 3: Serve hot and
",the dish is served on a plate with a spoon next to it,
